vendor_id,pickup_at,dropoff_at,passenger_count,trip_distance,rate_code_id,store_and_fwd_flag,pickup_location_id,dropoff_location_id,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee,cbd_congestion_fee
"Curb Mobility, LLC",2025-01-24T16:03:04Z,2025-01-24T16:10:31Z,3.0,1.1,Standard rate,N,Manhattan (Upper West Side South),Manhattan (Upper West Side North),Credit card,8.6,2.5,0.5,1.0,0.0,1.0,16.1,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-05T07:04:15Z,2025-01-05T07:12:38Z,1.0,3.43,Standard rate,N,Queens (JFK Airport),Queens (JFK Airport),Credit card,15.6,0.0,0.5,1.0,0.0,1.0,19.85,0.0,1.75,0.0
"Creative Mobile Technologies, LLC",2025-01-19T10:50:18Z,2025-01-19T11:01:35Z,1.0,2.1,Standard rate,N,Manhattan (Little Italy/NoLiTa),Manhattan (Union Sq),Credit card,12.8,3.25,0.5,3.5,0.0,1.0,21.05,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-28T15:02:04Z,2025-01-28T16:04:52Z,2.0,17.22,JFK,N,Manhattan (Midtown North),Queens (JFK Airport),Credit card,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-18T15:07:01Z,2025-01-18T15:29:18Z,1.0,3.89,Standard rate,N,Manhattan (Upper East Side North),Manhattan (Hamilton Heights),Credit card,22.6,0.0,0.5,0.0,0.0,1.0,26.6,2.5,0.0,0.0
"Creative Mobile Technologies, LLC",2025-01-08T19:46:01Z,2025-01-08T19:53:26Z,1.0,1.3,Standard rate,N,Manhattan (Midtown North),Manhattan (Clinton West),Credit card,9.3,5.75,0.5,0.0,0.0,1.0,16.55,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-08T17:21:38Z,2025-01-08T17:45:10Z,2.0,2.32,Standard rate,N,Manhattan (Union Sq),Manhattan (Lincoln Square East),Credit card,20.5,2.5,0.5,5.55,0.0,1.0,33.3,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-20T20:53:52Z,2025-01-20T21:00:26Z,1.0,1.0,Standard rate,N,Manhattan (Kips Bay),Manhattan (East Village),Credit card,7.9,4.25,0.5,2.75,0.0,1.0,16.4,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-18T23:08:44Z,2025-01-18T23:27:30Z,,7.95,Unknown Ratecode,,Brooklyn (Downtown Brooklyn/MetroTech),Queens (Jackson Heights),Flex Fare trip,-1.5,0.0,0.5,0.0,0.0,1.0,4.13,,,0.0
"Curb Mobility, LLC",2025-01-28T13:29:20Z,2025-01-28T13:36:30Z,1.0,0.83,Standard rate,N,Manhattan (Lenox Hill East),Manhattan (Yorkville East),Cash,8.6,0.0,0.5,0.0,0.0,1.0,12.6,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-01T03:43:12Z,2025-01-01T04:08:00Z,4.0,16.94,Newark,N,Manhattan (Clinton East),EWR (Newark Airport),Credit card,84.6,1.0,0.0,0.0,19.37,1.0,105.97,0.0,0.0,0.0
"Curb Mobility, LLC",2025-01-04T22:18:17Z,2025-01-04T22:33:31Z,2.0,6.85,Standard rate,N,Queens (LaGuardia Airport),Queens (Long Island City/Hunters Point),Credit card,27.5,6.0,0.5,7.35,0.0,1.0,44.1,0.0,1.75,0.0
"Curb Mobility, LLC",2025-01-18T13:39:51Z,2025-01-18T13:51:11Z,1.0,1.99,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Upper East Side North),Dispute,12.8,0.0,0.5,0.0,0.0,1.0,17.55,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-11T23:26:59Z,2025-01-11T23:31:32Z,1.0,0.9,Standard rate,N,Manhattan (Greenwich Village South),Manhattan (East Village),Credit card,7.2,1.0,0.5,0.0,0.0,1.0,12.95,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-25T01:30:36Z,2025-01-25T01:47:26Z,,3.59,Unknown Ratecode,,Manhattan (East Village),Manhattan (Times Sq/Theatre District),Flex Fare trip,19.78,0.0,0.5,0.0,0.0,1.0,24.53,,,0.75
"Curb Mobility, LLC",2025-01-08T11:13:09Z,2025-01-08T11:24:12Z,1.0,1.29,Standard rate,N,Manhattan (Midtown Center),Manhattan (West Chelsea/Hudson Yards),Credit card,11.4,0.0,0.5,2.0,0.0,1.0,18.15,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-27T10:06:52Z,2025-01-27T10:20:25Z,1.0,1.84,Standard rate,N,Manhattan (Lincoln Square West),Manhattan (Lenox Hill West),Credit card,14.2,0.0,0.5,3.64,0.0,1.0,21.84,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-27T15:43:40Z,2025-01-27T15:56:57Z,1.0,1.59,Standard rate,N,Manhattan (Murray Hill),Manhattan (Clinton East),Credit card,12.8,0.0,0.5,4.39,0.0,1.0,21.94,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-23T21:53:20Z,2025-01-23T22:05:56Z,1.0,2.29,Standard rate,N,Manhattan (Lenox Hill West),Manhattan (Union Sq),Credit card,14.2,1.0,0.5,2.0,0.0,1.0,21.95,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-10T13:34:01Z,2025-01-10T13:39:38Z,1.0,0.78,Standard rate,N,Manhattan (Lincoln Square East),Manhattan (Midtown North),Credit card,7.2,0.0,0.5,2.39,0.0,1.0,14.34,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-30T01:59:48Z,2025-01-30T02:05:03Z,1.0,1.19,Standard rate,N,Manhattan (Murray Hill),Manhattan (Times Sq/Theatre District),Cash,7.9,1.0,0.5,0.0,0.0,1.0,13.65,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-17T17:30:02Z,2025-01-17T17:44:53Z,2.0,2.15,Standard rate,N,Manhattan (Central Park),Manhattan (Manhattan Valley),Credit card,15.6,2.5,0.5,3.32,0.0,1.0,25.42,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-31T18:42:31Z,2025-01-31T19:29:56Z,2.0,16.58,JFK,N,Queens (JFK Airport),Manhattan (Clinton East),Credit card,70.0,5.0,0.5,17.34,6.94,1.0,105.78,2.5,1.75,0.75
"Curb Mobility, LLC",2025-01-14T18:23:24Z,2025-01-14T18:39:31Z,2.0,2.12,Standard rate,N,Manhattan (Yorkville West),Manhattan (Manhattan Valley),Credit card,16.3,2.5,0.5,4.56,0.0,1.0,27.36,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-11T01:41:58Z,2025-01-11T01:53:01Z,,2.19,Unknown Ratecode,,Manhattan (Midtown South),Manhattan (Little Italy/NoLiTa),Flex Fare trip,11.83,0.0,0.5,0.0,0.0,1.0,16.58,,,0.75
"Creative Mobile Technologies, LLC",2025-01-02T14:55:50Z,2025-01-02T15:06:03Z,1.0,0.9,Standard rate,N,Manhattan (Midtown East),Manhattan (UN/Turtle Bay South),Credit card,10.7,2.5,0.5,2.0,0.0,1.0,16.7,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-14T07:50:54Z,2025-01-14T07:57:04Z,,1.23,Unknown Ratecode,,Manhattan (Lincoln Square West),Manhattan (West Chelsea/Hudson Yards),Flex Fare trip,7.22,0.0,0.5,0.0,0.0,1.0,11.97,,,0.75
"Curb Mobility, LLC",2025-01-10T13:20:06Z,2025-01-10T13:39:10Z,1.0,2.73,Standard rate,N,Manhattan (Midtown Center),Manhattan (Greenwich Village North),Credit card,17.7,0.0,0.5,5.61,0.0,1.0,28.06,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-31T21:52:47Z,2025-01-31T22:07:12Z,1.0,3.4,Standard rate,N,Manhattan (Lenox Hill East),Manhattan (Upper West Side North),Credit card,17.0,3.5,0.5,4.4,0.0,1.0,26.4,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-25T21:51:37Z,2025-01-25T21:56:14Z,,1.06,Unknown Ratecode,,Manhattan (Upper East Side South),Manhattan (Sutton Place/Turtle Bay North),Flex Fare trip,13.58,0.0,0.5,2.75,0.0,1.0,21.08,,,0.75
"Curb Mobility, LLC",2025-01-17T13:38:55Z,2025-01-17T13:54:40Z,2.0,1.99,Standard rate,N,Manhattan (Morningside Heights),Manhattan (East Harlem South),Cash,15.6,0.0,0.5,0.0,0.0,1.0,17.1,0.0,0.0,0.0
"Curb Mobility, LLC",2025-01-04T21:12:38Z,2025-01-04T21:27:15Z,1.0,10.11,Standard rate,N,Queens (JFK Airport),Brooklyn (Marine Park/Floyd Bennett Field),Credit card,38.0,1.0,0.5,15.0,0.0,1.0,57.25,0.0,1.75,0.0
"Curb Mobility, LLC",2025-01-20T17:59:09Z,2025-01-20T18:22:44Z,2.0,9.27,Standard rate,N,Queens (LaGuardia Airport),Manhattan (Morningside Heights),Credit card,38.7,5.0,0.5,13.47,6.94,1.0,67.36,0.0,1.75,0.0
"Curb Mobility, LLC",2025-01-15T11:17:28Z,2025-01-15T11:37:57Z,1.0,2.46,Standard rate,N,Manhattan (Midtown Center),Manhattan (Upper West Side South),Credit card,19.1,0.0,0.5,4.77,0.0,1.0,28.62,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-01T00:06:49Z,2025-01-01T00:08:09Z,1.0,0.01,Standard rate,N,Manhattan (Penn Station/Madison Sq West),Manhattan (Midtown South),Dispute,3.7,1.0,0.5,0.0,0.0,1.0,8.7,2.5,0.0,0.0
"Creative Mobile Technologies, LLC",2025-01-16T21:14:49Z,2025-01-16T21:25:00Z,1.0,0.9,Standard rate,N,Manhattan (Kips Bay),Manhattan (Penn Station/Madison Sq West),Credit card,8.6,4.25,0.5,3.6,0.0,1.0,17.95,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-14T15:44:28Z,2025-01-14T15:53:37Z,1.0,1.4,Standard rate,N,Manhattan (West Village),Manhattan (Battery Park City),Credit card,10.0,3.25,0.5,2.95,0.0,1.0,17.7,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-23T23:44:48Z,2025-01-23T23:56:28Z,,2.7,Unknown Ratecode,,Manhattan (Greenwich Village South),Manhattan (Sutton Place/Turtle Bay North),Flex Fare trip,14.18,0.0,0.5,0.0,0.0,1.0,18.93,,,0.75
"Curb Mobility, LLC",2025-01-23T20:51:47Z,2025-01-23T20:57:11Z,1.0,0.72,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Upper East Side South),Credit card,7.2,1.0,0.5,2.59,0.0,1.0,15.54,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-05T14:10:15Z,2025-01-05T14:20:30Z,1.0,1.3,Standard rate,N,Manhattan (Murray Hill),Manhattan (Union Sq),Credit card,10.0,2.5,0.5,1.0,0.0,1.0,15.0,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-29T10:29:23Z,2025-01-29T10:40:23Z,1.0,1.12,Standard rate,N,Manhattan (UN/Turtle Bay South),Manhattan (Lenox Hill West),Credit card,10.7,0.0,0.5,3.09,0.0,1.0,18.54,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-23T22:15:56Z,2025-01-23T22:25:31Z,4.0,1.22,Standard rate,N,Manhattan (Times Sq/Theatre District),Manhattan (Murray Hill),Dispute,10.7,1.0,0.5,0.0,0.0,1.0,16.45,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-20T21:02:45Z,2025-01-20T21:34:52Z,2.0,17.3,JFK,N,Queens (JFK Airport),Manhattan (Garment District),Credit card,70.0,5.0,0.5,16.65,6.94,1.0,100.09,2.5,1.75,0.75
"Curb Mobility, LLC",2025-01-04T11:32:27Z,2025-01-04T11:44:39Z,1.0,2.59,Standard rate,N,Manhattan (West Chelsea/Hudson Yards),Manhattan (Meatpacking/West Village West),Credit card,15.6,0.0,0.5,4.9,0.0,1.0,24.5,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-21T15:17:48Z,2025-01-21T15:38:15Z,2.0,2.57,Standard rate,N,Manhattan (Central Park),Manhattan (Sutton Place/Turtle Bay North),Credit card,19.1,0.0,0.5,5.96,0.0,1.0,29.81,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-31T22:34:46Z,2025-01-31T22:41:43Z,1.0,1.8,Standard rate,N,Manhattan (Times Sq/Theatre District),Manhattan (Murray Hill),Credit card,9.3,4.25,0.5,3.0,0.0,1.0,18.05,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-08T21:41:27Z,2025-01-08T22:41:36Z,1.0,37.97,Nassau or Westchester,N,Queens (JFK Airport),nan (Outside of NYC),Credit card,194.1,1.0,0.0,10.0,14.06,1.0,222.66,0.0,1.75,0.75
"Curb Mobility, LLC",2025-01-12T11:57:16Z,2025-01-12T12:00:41Z,1.0,0.59,Standard rate,N,Manhattan (Clinton East),Manhattan (West Chelsea/Hudson Yards),Credit card,5.8,0.0,0.5,2.11,0.0,1.0,12.66,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-20T17:31:15Z,2025-01-20T17:50:48Z,0.0,2.7,Standard rate,N,Manhattan (Penn Station/Madison Sq West),Manhattan (Upper East Side South),Credit card,17.0,3.25,0.5,4.35,0.0,1.0,26.1,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-05T13:24:27Z,2025-01-05T13:41:01Z,1.0,3.06,Standard rate,N,Manhattan (Lenox Hill West),Manhattan (Union Sq),Credit card,17.7,0.0,0.5,2.24,0.0,1.0,24.69,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-13T09:52:16Z,2025-01-13T10:02:30Z,1.0,0.75,Standard rate,N,Manhattan (West Village),Manhattan (Greenwich Village North),Credit card,10.0,0.0,0.5,2.95,0.0,1.0,17.7,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-20T19:15:11Z,2025-01-20T19:28:16Z,1.0,1.62,Standard rate,N,Manhattan (Penn Station/Madison Sq West),Manhattan (Midtown North),Credit card,12.8,0.0,0.5,3.51,0.0,1.0,21.06,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-07T22:06:14Z,2025-01-07T22:28:57Z,1.0,3.66,Standard rate,N,Unknown (nan),Unknown (nan),Credit card,23.3,1.0,0.5,7.26,0.0,1.0,36.31,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-14T17:48:59Z,2025-01-14T17:57:10Z,0.0,1.1,Standard rate,N,Manhattan (Midtown East),Unknown (nan),Credit card,10.0,5.75,0.5,3.45,0.0,1.0,20.7,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-07T07:10:15Z,2025-01-07T07:24:26Z,,2.08,Unknown Ratecode,,Manhattan (Meatpacking/West Village West),Manhattan (Times Sq/Theatre District),Flex Fare trip,-4.75,0.0,0.5,0.0,0.0,1.0,2.48,,,0.75
"Curb Mobility, LLC",2025-01-28T07:38:41Z,2025-01-28T07:50:46Z,1.0,1.46,Standard rate,N,Manhattan (Garment District),Manhattan (Midtown East),Credit card,12.1,0.0,0.5,4.21,0.0,1.0,21.06,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-24T13:06:43Z,2025-01-24T13:55:40Z,1.0,17.5,Null/Unknown,N,Manhattan (Kips Bay),Queens (Cambria Heights),Credit card,52.5,0.0,0.5,0.0,0.0,0.0,53.0,0.0,0.0,0.0
"Curb Mobility, LLC",2025-01-18T13:23:28Z,2025-01-18T13:39:16Z,,7.3,Unknown Ratecode,,Manhattan (Yorkville East),Manhattan (Financial District South),Flex Fare trip,29.69,0.0,0.5,6.89,0.0,1.0,41.33,,,0.75
"Curb Mobility, LLC",2025-01-24T23:06:21Z,2025-01-24T23:44:05Z,,11.9,Unknown Ratecode,,Brooklyn (Stuyvesant Heights),Manhattan (Central Harlem),Flex Fare trip,46.25,0.0,0.5,0.0,6.94,1.0,54.69,,,0.0
"Creative Mobile Technologies, LLC",2025-01-11T19:14:42Z,2025-01-11T19:16:06Z,1.0,0.1,Negotiated fare,N,Manhattan (West Chelsea/Hudson Yards),Manhattan (West Chelsea/Hudson Yards),Credit card,15.0,0.75,0.0,3.35,0.0,1.0,20.1,0.0,0.0,0.75
"Curb Mobility, LLC",2025-01-13T23:28:03Z,2025-01-13T23:42:15Z,,3.17,Unknown Ratecode,,Manhattan (Times Sq/Theatre District),Manhattan (Yorkville East),Flex Fare trip,16.22,0.0,0.5,0.0,0.0,1.0,20.97,,,0.75
"Curb Mobility, LLC",2025-01-06T16:42:20Z,2025-01-06T16:52:54Z,1.0,1.78,Standard rate,N,Manhattan (Manhattan Valley),Manhattan (Central Harlem),Credit card,11.4,2.5,0.5,2.77,0.0,1.0,18.17,0.0,0.0,0.0
"Curb Mobility, LLC",2025-01-16T18:55:40Z,2025-01-16T19:02:54Z,1.0,1.33,Standard rate,N,Manhattan (Flatiron),Manhattan (West Chelsea/Hudson Yards),Credit card,9.3,2.5,0.5,3.31,0.0,1.0,19.86,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-13T15:21:41Z,2025-01-13T15:30:40Z,1.0,0.96,Standard rate,N,Manhattan (Upper East Side North),Manhattan (Upper East Side South),Credit card,9.3,0.0,0.5,2.66,0.0,1.0,15.96,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-30T10:09:57Z,2025-01-30T10:24:05Z,,2.96,Unknown Ratecode,,Bronx (Westchester Village/Unionport),Bronx (Pelham Parkway),Flex Fare trip,13.75,0.0,0.5,0.0,0.0,1.0,15.25,,,0.0
"Curb Mobility, LLC",2025-01-19T00:49:48Z,2025-01-19T01:16:06Z,,6.79,Unknown Ratecode,,Manhattan (East Village),Manhattan (Upper West Side North),Flex Fare trip,31.13,0.0,0.5,0.0,0.0,1.0,35.88,,,0.75
"Curb Mobility, LLC",2025-01-24T12:27:01Z,2025-01-24T12:57:13Z,1.0,8.7,Standard rate,N,Queens (LaGuardia Airport),Manhattan (Midtown South),Credit card,37.3,5.0,0.5,9.0,6.94,1.0,64.74,2.5,1.75,0.75
"Curb Mobility, LLC",2025-01-16T22:00:24Z,2025-01-16T22:07:14Z,1.0,0.81,Standard rate,N,Manhattan (Penn Station/Madison Sq West),Manhattan (West Chelsea/Hudson Yards),Cash,7.9,1.0,0.5,0.0,0.0,1.0,13.65,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-26T15:19:41Z,2025-01-26T15:55:47Z,1.0,19.64,Newark,N,Manhattan (Times Sq/Theatre District),nan (Outside of NYC),Cash,96.5,0.0,0.0,0.0,0.0,1.0,98.25,0.0,0.0,0.75
"Curb Mobility, LLC",2025-01-11T14:48:39Z,2025-01-11T15:05:12Z,1.0,1.87,Standard rate,N,Manhattan (Midtown North),Manhattan (West Chelsea/Hudson Yards),Cash,15.6,0.0,0.5,0.0,0.0,1.0,20.35,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-26T19:34:48Z,2025-01-26T19:44:02Z,2.0,1.03,Standard rate,N,Manhattan (Times Sq/Theatre District),Manhattan (Garment District),Credit card,10.0,0.0,0.5,2.0,0.0,1.0,16.75,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-16T19:51:19Z,2025-01-16T20:04:55Z,1.0,5.79,Standard rate,N,Manhattan (Battery Park City),Manhattan (Murray Hill),Credit card,25.4,2.5,0.5,6.53,0.0,1.0,39.18,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-28T15:28:31Z,2025-01-28T15:30:18Z,1.0,0.1,Standard rate,N,Manhattan (Midtown Center),Manhattan (Midtown Center),Credit card,3.0,3.25,0.5,1.0,0.0,1.0,8.75,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-08T14:20:40Z,2025-01-08T14:25:57Z,1.0,0.0,Standard rate,N,Manhattan (Murray Hill),Manhattan (Kips Bay),Credit card,14.5,0.0,0.5,0.0,0.0,1.0,16.0,0.0,0.0,0.0
"Curb Mobility, LLC",2025-01-24T15:42:09Z,2025-01-24T16:01:33Z,1.0,2.07,Standard rate,N,Manhattan (Upper East Side North),Manhattan (Times Sq/Theatre District),Cash,18.4,0.0,0.5,0.0,0.0,1.0,23.15,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-29T15:35:16Z,2025-01-29T15:50:25Z,1.0,2.02,Standard rate,N,Manhattan (Midtown South),Manhattan (Greenwich Village South),Credit card,14.9,0.0,0.5,3.93,0.0,1.0,23.58,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-25T11:00:25Z,2025-01-25T11:17:36Z,1.0,6.47,Standard rate,N,Manhattan (Garment District),Brooklyn (DUMBO/Vinegar Hill),Credit card,28.2,0.0,0.5,6.59,0.0,1.0,39.54,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-24T14:07:50Z,2025-01-24T14:24:48Z,1.0,1.65,Standard rate,N,Manhattan (Upper East Side North),Manhattan (Midtown North),Credit card,14.2,0.0,0.5,2.22,0.0,1.0,20.42,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-03T17:10:48Z,2025-01-03T17:37:33Z,1.0,4.1,Standard rate,N,Manhattan (Midtown South),Manhattan (Yorkville East),Credit card,26.1,2.5,0.5,6.52,0.0,1.0,39.12,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-28T10:43:40Z,2025-01-28T10:48:34Z,1.0,0.41,Standard rate,N,Manhattan (Lincoln Square East),Manhattan (Lincoln Square East),Credit card,6.5,0.0,0.5,8.5,0.0,1.0,19.0,2.5,0.0,0.0
"Creative Mobile Technologies, LLC",2025-01-03T08:57:21Z,2025-01-03T09:03:27Z,1.0,1.6,Standard rate,N,Manhattan (Upper West Side North),Manhattan (Lincoln Square West),Credit card,8.6,2.5,0.5,1.0,0.0,1.0,13.6,2.5,0.0,0.0
"Creative Mobile Technologies, LLC",2025-01-16T08:44:20Z,2025-01-16T09:07:57Z,1.0,3.0,Standard rate,N,Manhattan (Yorkville East),Manhattan (Murray Hill),Credit card,21.9,3.25,0.5,0.0,0.0,1.0,26.65,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-18T20:53:30Z,2025-01-18T21:00:47Z,1.0,0.97,Standard rate,N,Manhattan (Upper West Side North),Manhattan (Morningside Heights),Credit card,54.1,0.0,0.5,0.0,6.75,1.0,62.35,0.0,0.0,0.0
"Creative Mobile Technologies, LLC",2025-01-28T18:05:05Z,2025-01-28T18:22:54Z,,1.9,Unknown Ratecode,,Manhattan (Midtown North),Manhattan (Murray Hill),Flex Fare trip,16.3,2.5,0.5,3.53,0.0,1.0,27.08,,,0.75
"Curb Mobility, LLC",2025-01-14T22:06:43Z,2025-01-14T22:29:00Z,1.0,6.28,Standard rate,N,Manhattan (West Village),Manhattan (Yorkville East),Cash,-29.6,-1.0,-0.5,0.0,0.0,-1.0,-35.35,-2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-16T17:45:32Z,2025-01-16T18:07:17Z,,0.0,Unknown Ratecode,,Manhattan (Upper West Side South),Manhattan (Central Harlem North),Flex Fare trip,19.52,0.0,0.5,0.0,0.0,1.0,23.52,,,0.0
"Curb Mobility, LLC",2025-01-09T12:28:24Z,2025-01-09T12:37:54Z,1.0,1.05,Standard rate,N,Manhattan (Murray Hill),Manhattan (East Chelsea),Credit card,10.0,0.0,0.5,3.69,0.0,1.0,18.44,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-17T15:04:44Z,2025-01-17T15:17:20Z,1.0,2.3,Standard rate,N,Manhattan (West Chelsea/Hudson Yards),Manhattan (Clinton West),Credit card,14.9,0.0,0.5,3.54,0.0,1.0,23.19,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-26T23:13:49Z,2025-01-26T23:32:47Z,1.0,3.5,Standard rate,N,Manhattan (Penn Station/Madison Sq West),Manhattan (Lenox Hill East),Credit card,20.5,1.0,0.5,3.0,0.0,1.0,29.25,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-24T23:09:38Z,2025-01-24T23:30:31Z,1.0,2.92,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Sutton Place/Turtle Bay North),Credit card,20.5,1.0,0.5,7.65,0.0,1.0,33.15,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-25T10:17:06Z,2025-01-25T10:25:25Z,2.0,1.33,Standard rate,N,Manhattan (Gramercy),Manhattan (East Chelsea),Cash,10.0,0.0,0.5,0.0,0.0,1.0,14.75,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-06T13:42:04Z,2025-01-06T14:27:12Z,1.0,13.8,Standard rate,N,Queens (JFK Airport),Queens (Sunnyside),Credit card,56.9,1.75,0.5,0.0,0.0,1.0,60.15,0.0,1.75,0.0
"Curb Mobility, LLC",2025-01-30T18:39:44Z,2025-01-30T18:50:34Z,1.0,0.7,Standard rate,N,Manhattan (East Chelsea),Manhattan (Times Sq/Theatre District),Credit card,10.7,2.5,0.5,3.59,0.0,1.0,21.54,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-13T10:12:32Z,2025-01-13T10:16:07Z,1.0,0.67,Standard rate,N,Manhattan (Upper East Side North),Manhattan (Central Park),Credit card,5.8,0.0,0.5,1.96,0.0,1.0,11.76,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-13T14:34:49Z,2025-01-13T14:47:26Z,1.0,4.17,Standard rate,N,Queens (JFK Airport),Queens (Baisley Park),Cash,19.8,0.0,0.5,0.0,0.0,1.0,23.05,0.0,1.75,0.0
"Curb Mobility, LLC",2025-01-03T21:24:09Z,2025-01-03T21:33:23Z,1.0,1.51,Standard rate,N,Manhattan (West Village),Manhattan (TriBeCa/Civic Center),Cash,10.0,1.0,0.5,0.0,0.0,1.0,15.0,2.5,0.0,0.0
"Creative Mobile Technologies, LLC",2025-01-11T19:41:32Z,2025-01-11T20:47:47Z,1.0,6.0,Null/Unknown,N,Manhattan (Garment District),Brooklyn (Canarsie),Credit card,48.5,0.0,0.5,0.0,0.0,0.0,49.0,0.0,0.0,0.0
"Curb Mobility, LLC",2025-01-23T19:52:35Z,2025-01-23T20:02:08Z,,0.3,Unknown Ratecode,,Manhattan (Lower East Side),Manhattan (TriBeCa/Civic Center),Flex Fare trip,13.58,0.0,0.5,0.0,0.0,1.0,18.33,,,0.75
"Curb Mobility, LLC",2025-01-06T00:38:05Z,2025-01-06T00:53:42Z,2.0,2.87,Standard rate,N,Manhattan (Lincoln Square East),Manhattan (Yorkville East),Credit card,17.7,1.0,0.5,4.69,0.0,1.0,28.14,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-27T10:37:12Z,2025-01-27T11:03:48Z,1.0,5.13,Standard rate,N,Manhattan (Lenox Hill East),Queens (Woodside),Cash,28.9,0.0,0.5,0.0,0.0,1.0,33.65,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-11T18:32:45Z,2025-01-11T18:52:55Z,1.0,3.45,Standard rate,N,Manhattan (Times Sq/Theatre District),Manhattan (Meatpacking/West Village West),Credit card,21.2,0.0,0.5,5.04,0.0,1.0,30.99,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-14T11:56:37Z,2025-01-14T12:21:29Z,1.0,1.67,Standard rate,N,Manhattan (Midtown Center),Manhattan (West Chelsea/Hudson Yards),Credit card,21.2,0.0,0.5,5.19,0.0,1.0,31.14,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-25T01:24:59Z,2025-01-25T01:38:26Z,1.0,1.9,Standard rate,N,Manhattan (West Village),Manhattan (TriBeCa/Civic Center),Credit card,12.1,4.25,0.5,3.55,0.0,1.0,21.4,2.5,0.0,0.75
